"","Entry","Group","Length","topMotifSum","canoSum","phosSum","KSum"
"11840","O60268","phos",411,2,0,2,2
"11841","O60341","phos",852,2,0,2,3
"11842","O60519","phos",120,1,0,1,1
"11843","O60613","phos",162,1,0,1,1
"11844","O60656","phos",530,1,0,1,5
"11845","O60667","phos",390,2,0,2,1
"11846","O60749","phos",519,2,0,2,2
"11847","O60907","phos",577,1,0,1,1
"11848","O75038","phos",1416,3,0,3,1
"11849","O75056","phos",442,1,0,1,1
"11850","O75110","phos",1047,1,0,1,1
"11851","O75143","phos",517,3,0,3,2
"11852","O75165","phos",2243,3,0,3,5
"11853","O75173","phos",837,1,0,1,2
"11854","O75185","phos",946,1,0,1,3
"11855","O75190","phos",326,1,0,1,3
"11856","O75192","phos",247,1,0,1,1
"11857","O75311","phos",464,1,0,1,1
"11858","O75323","phos",286,1,0,1,1
"11859","O75333","phos",385,1,0,1,1
"11860","O75344","phos",327,1,0,1,1
"11861","O75356","phos",428,1,0,1,2
"11862","O75362","phos",1048,2,0,2,2
"11863","O75436","phos",327,1,0,1,1
"11864","O75444","phos",373,1,0,1,2
"11865","O75446","phos",220,1,0,1,1
"11866","O75452","phos",317,1,0,1,2
"11867","O75467","phos",553,1,0,1,1
"11868","O75475","phos",530,1,0,1,3
"11869","O75563","phos",359,1,0,1,3
"11870","O75616","phos",437,3,0,3,1
"11871","O75626","phos",825,2,0,2,2
"11872","O75718","phos",401,1,0,1,1
"11873","O75911","phos",302,1,0,1,1
"11874","O75916","phos",674,3,0,3,1
"11875","O75923","phos",2080,2,0,2,3
"11876","O75935","phos",186,1,0,1,2
"11877","O75970","phos",2070,2,0,2,2
"11878","O76050","phos",574,1,0,1,2
"11879","O76094","phos",671,4,0,4,2
"11880","O94806","phos",890,1,0,1,1
"11881","O94826","phos",608,1,0,1,2
"11882","O94827","phos",1062,3,0,3,3
"11883","O94830","phos",711,3,0,3,1
"11884","O94850","phos",711,4,0,4,1
"11885","O94886","phos",807,1,0,1,1
"11886","O94925","phos",669,3,0,3,3
"11887","O94953","phos",1096,2,0,2,1
"11888","O94955","phos",611,2,0,2,5
"11889","O95025","phos",777,3,0,3,2
"11890","O95158","phos",308,1,0,1,1
"11891","O95171","phos",688,2,0,2,1
"11892","O95251","phos",611,2,0,2,1
"11893","O95258","phos",325,2,0,2,1
"11894","O95263","phos",885,2,0,2,1
"11895","O95336","phos",258,1,0,1,1
"11896","O95361","phos",564,3,0,3,1
"11897","O95394","phos",542,2,0,2,1
"11898","O95461","phos",756,2,0,2,1
"11899","O95503","phos",412,1,0,1,3
"11900","O95551","phos",362,1,0,1,1
"11901","O95665","phos",410,2,0,2,1
"11902","O95674","phos",445,1,0,1,1
"11903","O95718","phos",508,2,0,2,3
"11904","O95744","phos",297,2,0,2,2
"11905","O95749","phos",300,3,0,3,1
"11906","O95758","phos",552,1,0,1,1
"11907","O95786","phos",925,4,0,4,4
"11908","O95793","phos",577,1,0,1,1
"11909","O95810","phos",425,1,0,1,4
"11910","O95835","phos",1130,1,0,1,1
"11911","O95838","phos",553,1,0,1,3
"11912","O95847","phos",323,1,0,1,1
"11913","O95922","phos",423,1,0,1,2
"11914","O96017","phos",543,1,0,1,3
"11915","P00488","phos",732,2,0,2,1
"11916","P00533","phos",1210,4,0,4,1
"11917","P00747","phos",810,3,0,3,1
"11918","P00748","phos",615,1,0,1,1
"11919","P00797","phos",406,1,0,1,1
"11920","P01563","phos",188,2,0,2,1
"11921","P01566","phos",189,2,0,2,1
"11922","P01584","phos",269,2,0,2,1
"11923","P02545","phos",664,2,0,2,3
"11924","P02748","phos",559,1,0,1,3
"11925","P03372","phos",595,1,0,1,1
"11926","P04004","phos",478,1,0,1,1
"11927","P04035","phos",888,3,0,3,2
"11928","P04049","phos",648,1,0,1,1
"11929","P04216","phos",161,1,0,1,2
"11930","P04629","phos",796,1,0,1,1
"11931","P04844","phos",631,1,0,1,2
"11932","P05107","phos",769,3,0,3,3
"11933","P05109","phos",93,1,0,1,1
"11934","P05362","phos",532,1,0,1,2
"11935","P05549","phos",437,3,0,3,1
"11936","P05783","phos",430,2,0,2,2
"11937","P06753","phos",285,1,0,1,1
"11938","P07199","phos",599,3,0,3,1
"11939","P07305","phos",194,2,0,2,2
"11940","P07333","phos",972,2,0,2,1
"11941","P07357","phos",584,2,0,2,2
"11942","P07359","phos",652,1,0,1,1
"11943","P07451","phos",260,1,0,1,1
"11944","P07949","phos",1114,2,0,2,2
"11945","P08235","phos",984,1,0,1,1
"11946","P08236","phos",651,4,0,4,2
"11947","P08253","phos",660,1,0,1,2
"11948","P08559","phos",390,1,0,1,2
"11949","P08603","phos",1231,3,0,3,2
"11950","P08631","phos",526,2,0,2,3
"11951","P08700","phos",152,1,0,1,1
"11952","P08912","phos",532,2,0,2,2
"11953","P08922","phos",2347,1,0,1,1
"11954","P09012","phos",282,1,0,1,3
"11955","P09086","phos",479,1,0,1,2
"11956","P09493","phos",284,1,0,1,1
"11957","P09529","phos",407,2,0,2,2
"11958","P09619","phos",1106,5,0,5,1
"11959","P09884","phos",1462,3,0,3,10
"11960","P09960","phos",611,1,0,1,1
"11961","P0CF75","phos",366,1,0,1,1
"11962","P0CG41","phos",777,1,0,1,1
"11963","P0CJ78","phos",1059,3,0,3,1
"11964","P0CL83","phos",205,2,0,2,1
"11965","P0DJG4","phos",465,2,0,2,1
"11966","P0DJR0","phos",217,2,0,2,1
"11967","P0DMU2","phos",310,1,0,1,1
"11968","P0DN37","phos",164,1,0,1,1
"11969","P0DN79","phos",551,2,0,2,3
"11970","P10276","phos",462,2,0,2,2
"11971","P10912","phos",638,2,0,2,1
"11972","P11230","phos",501,1,0,1,1
"11973","P11362","phos",822,1,0,1,1
"11974","P11509","phos",494,1,0,1,1
"11975","P11717","phos",2491,4,0,4,4
"11976","P11766","phos",374,1,0,1,2
"11977","P11801","phos",424,2,0,2,1
"11978","P12004","phos",261,2,0,2,1
"11979","P12109","phos",1028,1,0,1,3
"11980","P12645","phos",472,2,0,2,1
"11981","P13497","phos",986,2,0,2,1
"11982","P13646","phos",458,2,0,2,1
"11983","P13804","phos",333,1,0,1,1
"11984","P13929","phos",434,1,0,1,1
"11985","P13994","phos",396,1,0,1,2
"11986","P14314","phos",528,1,0,1,1
"11987","P14316","phos",349,1,0,1,1
"11988","P14416","phos",443,1,0,1,1
"11989","P14543","phos",1247,1,0,1,1
"11990","P14859","phos",743,1,0,1,2
"11991","P14868","phos",501,1,0,1,2
"11992","P14923","phos",745,2,0,2,1
"11993","P15086","phos",417,1,0,1,1
"11994","P15260","phos",489,2,0,2,2
"11995","P15309","phos",386,2,0,2,2
"11996","P15336","phos",505,1,0,1,1
"11997","P15374","phos",230,1,0,1,1
"11998","P15408","phos",326,1,0,1,1
"11999","P15622","phos",560,2,0,2,1
"12000","P15735","phos",406,2,0,2,1
"12001","P16298","phos",524,1,0,1,4
"12002","P16333","phos",377,1,0,1,1
"12003","P16581","phos",610,1,0,1,1
"12004","P16871","phos",459,1,0,1,1
"12005","P17032","phos",561,1,0,1,1
"12006","P17041","phos",273,3,0,3,1
"12007","P17706","phos",415,1,0,1,2
"12008","P17812","phos",591,1,0,1,2
"12009","P17813","phos",658,1,0,1,1
"12010","P17980","phos",439,1,0,1,3
"12011","P18031","phos",435,1,0,1,2
"12012","P18433","phos",802,5,0,5,4
"12013","P18887","phos",633,1,0,1,1
"12014","P19224","phos",532,2,0,2,1
"12015","P19474","phos",475,1,0,1,1
"12016","P19525","phos",551,4,0,4,2
"12017","P19623","phos",302,1,0,1,1
"12018","P19634","phos",815,1,0,1,1
"12019","P19875","phos",107,1,0,1,2
"12020","P20020","phos",1258,5,0,5,1
"12021","P20264","phos",500,1,0,1,1
"12022","P20265","phos",443,1,0,1,1
"12023","P20273","phos",847,1,0,1,2
"12024","P20309","phos",590,2,0,2,2
"12025","P20337","phos",219,1,0,1,2
"12026","P20592","phos",715,1,0,1,3
"12027","P20853","phos",494,1,0,1,1
"12028","P20908","phos",1838,1,0,1,1
"12029","P21579","phos",422,1,0,1,2
"12030","P21589","phos",574,1,0,1,2
"12031","P21741","phos",143,1,0,1,3
"12032","P21860","phos",1342,3,0,3,1
"12033","P21941","phos",496,2,0,2,3
"12034","P22234","phos",425,1,0,1,2
"12035","P22607","phos",806,1,0,1,1
"12036","P22676","phos",271,1,0,1,1
"12037","P22681","phos",906,4,0,4,1
"12038","P22736","phos",598,2,0,2,2
"12039","P22748","phos",312,1,0,1,1
"12040","P22760","phos",399,1,0,1,2
"12041","P22894","phos",467,1,0,1,1
"12042","P23415","phos",457,1,0,1,3
"12043","P23416","phos",452,1,0,1,3
"12044","P23443","phos",525,1,0,1,3
"12045","P23634","phos",1241,4,0,4,3
"12046","P23677","phos",461,1,0,1,1
"12047","P23759","phos",505,3,0,3,1
"12048","P23760","phos",479,2,0,2,2
"12049","P23919","phos",212,1,0,1,1
"12050","P23921","phos",792,1,0,1,5
"12051","P23945","phos",695,1,0,1,1
"12052","P24394","phos",825,1,0,1,1
"12053","P24534","phos",225,1,0,1,1
"12054","P24752","phos",427,1,0,1,1
"12055","P25686","phos",324,1,0,1,3
"12056","P26045","phos",913,5,0,5,1
"12057","P27105","phos",288,2,0,2,5
"12058","P27816","phos",1152,1,0,1,4
"12059","P28039","phos",575,1,0,1,1
"12060","P28074","phos",263,1,0,1,1
"12061","P28482","phos",360,2,0,2,4
"12062","P28749","phos",1068,3,0,3,3
"12063","P28906","phos",385,2,0,2,1
"12064","P29350","phos",595,3,0,3,3
"12065","P29375","phos",1690,2,0,2,12
"12066","P29377","phos",79,1,0,1,2
"12067","P29466","phos",404,1,0,1,6
"12068","P29475","phos",1434,5,0,5,1
"12069","P29965","phos",261,2,0,2,1
"12070","P30084","phos",290,1,0,1,2
"12071","P30154","phos",601,1,0,1,2
"12072","P30419","phos",496,2,0,2,1
"12073","P30926","phos",498,1,0,1,1
"12074","P31040","phos",664,1,0,1,1
"12075","P31150","phos",447,1,0,1,1
"12076","P31323","phos",418,1,0,1,2
"12077","P31327","phos",1500,2,0,2,8
"12078","P31629","phos",2446,4,0,4,5
"12079","P31751","phos",481,1,0,1,1
"12080","P32246","phos",355,2,0,2,1
"12081","P32248","phos",378,1,0,1,2
"12082","P32856","phos",288,2,0,2,1
"12083","P32926","phos",999,3,0,3,2
"12084","P33241","phos",339,1,0,1,1
"12085","P33993","phos",719,1,0,1,2
"12086","P34896","phos",483,1,0,1,1
"12087","P34932","phos",840,2,0,2,5
"12088","P34949","phos",423,1,0,1,1
"12089","P34998","phos",444,1,0,1,1
"12090","P35237","phos",376,1,0,1,1
"12091","P35247","phos",375,1,0,1,2
"12092","P35318","phos",185,1,0,1,2
"12093","P35462","phos",400,1,0,1,3
"12094","P35520","phos",551,2,0,2,3
"12095","P35523","phos",988,1,0,1,1
"12096","P35557","phos",465,2,0,2,1
"12097","P35558","phos",622,1,0,1,1
"12098","P35590","phos",1138,3,0,3,2
"12099","P35869","phos",848,1,0,1,1
"12100","P36543","phos",226,1,0,1,2
"12101","P36544","phos",502,1,0,1,1
"12102","P36578","phos",427,1,0,1,2
"12103","P36915","phos",607,1,0,1,1
"12104","P36959","phos",345,1,0,1,2
"12105","P39060","phos",1754,2,0,2,2
"12106","P40197","phos",560,2,0,2,2
"12107","P40616","phos",181,3,0,3,1
"12108","P40925","phos",334,1,0,1,1
"12109","P40926","phos",338,1,0,1,1
"12110","P41091","phos",472,2,0,2,1
"12111","P41180","phos",1078,1,0,1,3
"12112","P41250","phos",739,1,0,1,4
"12113","P41252","phos",1262,1,0,1,6
"12114","P41587","phos",438,2,0,2,1
"12115","P41594","phos",1212,2,0,2,2
"12116","P42126","phos",302,2,0,2,1
"12117","P42680","phos",631,2,0,2,2
"12118","P42681","phos",527,1,0,1,1
"12119","P42695","phos",1498,5,0,5,3
"12120","P43026","phos",501,3,0,3,2
"12121","P43034","phos",410,2,0,2,1
"12122","P43354","phos",598,3,0,3,1
"12123","P43358","phos",317,1,0,1,1
"12124","P43686","phos",418,1,0,1,3
"12125","P46531","phos",2555,1,0,1,2
"12126","P46721","phos",670,1,0,1,1
"12127","P46777","phos",297,1,0,1,4
"12128","P48147","phos",710,1,0,1,1
"12129","P48165","phos",433,1,0,1,1
"12130","P48169","phos",554,1,0,1,1
"12131","P48426","phos",406,1,0,1,5
"12132","P48444","phos",511,3,0,3,1
"12133","P48454","phos",512,3,0,3,3
"12134","P48594","phos",390,4,0,4,1
"12135","P48736","phos",1102,2,0,2,1
"12136","P48764","phos",834,1,0,1,1
"12137","P49184","phos",302,2,0,2,3
"12138","P49190","phos",550,1,0,1,1
"12139","P49326","phos",533,1,0,1,2
"12140","P49335","phos",361,1,0,1,1
"12141","P49366","phos",369,1,0,1,1
"12142","P49619","phos",791,1,0,1,3
"12143","P49682","phos",368,1,0,1,1
"12144","P49711","phos",727,2,0,2,2
"12145","P49753","phos",483,1,0,1,1
"12146","P49761","phos",638,1,0,1,2
"12147","P49771","phos",235,1,0,1,1
"12148","P49788","phos",294,1,0,1,3
"12149","P49790","phos",1475,1,0,1,4
"12150","P49802","phos",495,1,0,1,4
"12151","P49848","phos",677,2,0,2,1
"12152","P49915","phos",693,1,0,1,3
"12153","P50150","phos",75,1,0,1,1
"12154","P50213","phos",366,1,0,1,1
"12155","P50281","phos",582,1,0,1,1
"12156","P50391","phos",375,2,0,2,1
"12157","P50395","phos",445,1,0,1,1
"12158","P50579","phos",478,1,0,1,1
"12159","P50613","phos",346,2,0,2,1
"12160","P50749","phos",326,3,0,3,2
"12161","P50914","phos",215,2,0,2,1
"12162","P50991","phos",539,6,0,6,1
"12163","P51114","phos",621,1,0,1,1
"12164","P51522","phos",516,1,0,1,1
"12165","P51608","phos",486,2,0,2,5
"12166","P51679","phos",360,3,0,3,1
"12167","P51684","phos",374,2,0,2,1
"12168","P51797","phos",869,2,0,2,1
"12169","P51798","phos",805,1,0,1,2
"12170","P51812","phos",740,2,0,2,2
"12171","P52198","phos",227,1,0,1,1
"12172","P52565","phos",204,1,0,1,1
"12173","P52701","phos",1360,1,0,1,5
"12174","P52738","phos",457,1,0,1,2
"12175","P52815","phos",198,1,0,1,5
"12176","P52888","phos",689,3,0,3,1
"12177","P52954","phos",281,1,0,1,1
"12178","P53621","phos",1224,6,0,6,3
"12179","P54274","phos",439,3,0,3,1
"12180","P54278","phos",862,1,0,1,2
"12181","P54289","phos",1103,1,0,1,5
"12182","P54315","phos",467,1,0,1,2
"12183","P54727","phos",409,4,0,4,1
"12184","P54845","phos",237,1,0,1,1
"12185","P54920","phos",295,1,0,1,2
"12186","P55081","phos",439,2,0,2,3
"12187","P55084","phos",474,1,0,1,1
"12188","P55259","phos",537,2,0,2,3
"12189","P55286","phos",799,1,0,1,2
"12190","P55287","phos",796,1,0,1,1
"12191","P55289","phos",794,1,0,1,2
"12192","P55317","phos",472,1,0,1,1
"12193","P55318","phos",350,1,0,1,1
"12194","P55769","phos",128,1,0,1,1
"12195","P55809","phos",520,1,0,1,3
"12196","P56270","phos",477,1,0,1,1
"12197","P56282","phos",527,1,0,1,1
"12198","P56645","phos",1201,1,0,1,2
"12199","P56817","phos",501,2,0,2,2
"12200","P57071","phos",1507,3,0,3,1
"12201","P57076","phos",290,1,0,1,3
"12202","P57721","phos",371,1,0,1,1
"12203","P57775","phos",412,1,0,1,1
"12204","P57789","phos",538,2,0,2,1
"12205","P59047","phos",1200,2,0,2,5
"12206","P59538","phos",309,2,0,2,2
"12207","P59894","phos",354,1,0,1,2
"12208","P60484","phos",403,2,0,2,1
"12209","P60608","phos",527,1,0,1,1
"12210","P61011","phos",504,2,0,2,3
"12211","P61088","phos",152,1,0,1,1
"12212","P61247","phos",264,1,0,1,1
"12213","P62166","phos",190,3,0,3,1
"12214","P62191","phos",440,1,0,1,4
"12215","P62249","phos",146,1,0,1,1
"12216","P62253","phos",170,1,0,1,1
"12217","P62487","phos",172,1,0,1,1
"12218","P62508","phos",458,1,0,1,1
"12219","P62877","phos",108,1,0,1,4
"12220","P62906","phos",217,3,0,3,1
"12221","P68363","phos",451,2,0,2,1
"12222","P68366","phos",448,2,0,2,1
"12223","P78330","phos",225,1,0,1,2
"12224","P78363","phos",2273,2,0,2,4
"12225","P78381","phos",396,1,0,1,1
"12226","P78382","phos",337,1,0,1,3
"12227","P78395","phos",509,1,0,1,3
"12228","P78508","phos",379,1,0,1,1
"12229","P78560","phos",199,1,0,1,2
"12230","P80192","phos",1104,1,0,1,1
"12231","P83369","phos",360,1,0,1,1
"12232","P98170","phos",497,2,0,2,2
"12233","P98196","phos",1134,1,0,1,1
"12234","Q00653","phos",900,1,0,1,1
"12235","Q01094","phos",437,2,0,2,2
"12236","Q01432","phos",767,2,0,2,2
"12237","Q01538","phos",1121,1,0,1,4
"12238","Q01826","phos",763,1,0,1,2
"12239","Q01831","phos",940,1,0,1,4
"12240","Q01860","phos",360,3,0,3,2
"12241","Q01954","phos",994,2,0,2,1
"12242","Q02156","phos",737,1,0,1,2
"12243","Q02318","phos",531,2,0,2,2
"12244","Q02338","phos",343,1,0,1,1
"12245","Q02487","phos",901,1,0,1,1
"12246","Q02742","phos",428,1,0,1,2
"12247","Q02809","phos",727,1,0,1,2
"12248","Q03052","phos",451,1,0,1,1
"12249","Q03113","phos",381,3,0,3,1
"12250","Q03188","phos",943,3,0,3,1
"12251","Q03252","phos",620,2,0,2,3
"12252","Q03395","phos",351,1,0,1,1
"12253","Q03828","phos",476,1,0,1,1
"12254","Q03938","phos",601,2,0,2,2
"12255","Q04206","phos",551,1,0,1,1
"12256","Q04724","phos",770,2,0,2,2
"12257","Q05193","phos",864,2,0,2,3
"12258","Q05707","phos",1796,2,0,2,2
"12259","Q05BQ5","phos",628,2,0,2,1
"12260","Q06203","phos",517,1,0,1,1
"12261","Q06416","phos",359,3,0,3,2
"12262","Q07075","phos",957,3,0,3,2
"12263","Q07157","phos",1748,1,0,1,1
"12264","Q07837","phos",685,2,0,2,1
"12265","Q07866","phos",573,2,0,2,1
"12266","Q08209","phos",521,2,0,2,4
"12267","Q08493","phos",712,2,0,2,1
"12268","Q08623","phos",228,1,0,1,1
"12269","Q08AH1","phos",577,2,0,2,3
"12270","Q08AH3","phos",577,1,0,1,1
"12271","Q09019","phos",674,2,0,2,2
"12272","Q09FC8","phos",603,3,0,3,4
"12273","Q0P6D6","phos",951,4,0,4,5
"12274","Q0P6H9","phos",643,1,0,1,2
"12275","Q10472","phos",559,1,0,1,1
"12276","Q10586","phos",325,2,0,2,1
"12277","Q12766","phos",1538,2,0,2,2
"12278","Q12772","phos",1141,7,0,7,1
"12279","Q12791","phos",1236,1,0,1,1
"12280","Q12797","phos",758,1,0,1,4
"12281","Q12809","phos",1159,2,0,2,1
"12282","Q12836","phos",540,1,0,1,1
"12283","Q12905","phos",390,1,0,1,1
"12284","Q12913","phos",1337,4,0,4,1
"12285","Q12959","phos",904,1,0,1,3
"12286","Q13191","phos",982,2,0,2,1
"12287","Q13231","phos",466,1,0,1,1
"12288","Q13233","phos",1512,3,0,3,3
"12289","Q13239","phos",276,3,0,3,1
"12290","Q13255","phos",1194,1,0,1,2
"12291","Q13275","phos",785,1,0,1,1
"12292","Q13304","phos",367,1,0,1,2
"12293","Q13356","phos",520,1,0,1,3
"12294","Q13370","phos",1112,2,0,2,1
"12295","Q13371","phos",301,1,0,1,1
"12296","Q13394","phos",359,2,0,2,1
"12297","Q13398","phos",564,2,0,2,1
"12298","Q13415","phos",861,3,0,3,2
"12299","Q13432","phos",240,2,0,2,1
"12300","Q13467","phos",585,1,0,1,1
"12301","Q13478","phos",541,1,0,1,4
"12302","Q13496","phos",603,1,0,1,3
"12303","Q13501","phos",440,1,0,1,1
"12304","Q13506","phos",487,2,0,2,1
"12305","Q13561","phos",401,2,0,2,3
"12306","Q13562","phos",356,1,0,1,1
"12307","Q13572","phos",414,1,0,1,3
"12308","Q13588","phos",217,2,0,2,1
"12309","Q13596","phos",522,1,0,1,2
"12310","Q13601","phos",381,1,0,1,6
"12311","Q13686","phos",389,2,0,2,1
"12312","Q13740","phos",583,1,0,1,1
"12313","Q13748","phos",450,1,0,1,1
"12314","Q13905","phos",1077,2,0,2,3
"12315","Q13951","phos",182,2,0,2,1
"12316","Q14005","phos",1332,3,0,3,1
"12317","Q14094","phos",377,3,0,3,1
"12318","Q14119","phos",521,1,0,1,2
"12319","Q14129","phos",220,1,0,1,1
"12320","Q14140","phos",314,1,0,1,1
"12321","Q14142","phos",442,1,0,1,3
"12322","Q14209","phos",437,1,0,1,1
"12323","Q14330","phos",331,1,0,1,1
"12324","Q14432","phos",1141,2,0,2,3
"12325","Q14449","phos",540,1,0,1,1
"12326","Q14565","phos",340,1,0,1,2
"12327","Q14566","phos",821,5,0,5,4
"12328","Q14574","phos",896,2,0,2,1
"12329","Q14588","phos",700,1,0,1,2
"12330","Q14590","phos",738,3,0,3,1
"12331","Q14624","phos",930,1,0,1,1
"12332","Q14644","phos",834,4,0,4,5
"12333","Q14681","phos",263,1,0,1,1
"12334","Q14684","phos",758,2,0,2,2
"12335","Q14693","phos",890,1,0,1,1
"12336","Q14872","phos",753,1,0,1,5
"12337","Q14894","phos",314,1,0,1,1
"12338","Q14C87","phos",1099,3,0,3,1
"12339","Q14CZ7","phos",662,4,0,4,1
"12340","Q14DG7","phos",1078,2,0,2,1
"12341","Q15014","phos",288,2,0,2,1
"12342","Q15019","phos",361,1,0,1,3
"12343","Q15029","phos",972,1,0,1,2
"12344","Q15034","phos",1050,3,0,3,4
"12345","Q15050","phos",365,1,0,1,1
"12346","Q15119","phos",407,1,0,1,1
"12347","Q15120","phos",406,1,0,1,1
"12348","Q15269","phos",919,3,0,3,2
"12349","Q15293","phos",331,1,0,1,3
"12350","Q15345","phos",812,1,0,1,2
"12351","Q15349","phos",733,1,0,1,3
"12352","Q15370","phos",118,1,0,1,1
"12353","Q15393","phos",1217,2,0,2,1
"12354","Q15435","phos",360,1,0,1,1
"12355","Q15465","phos",462,1,0,1,1
"12356","Q15528","phos",200,2,0,2,1
"12357","Q15542","phos",800,2,0,2,1
"12358","Q15645","phos",432,1,0,1,1
"12359","Q15697","phos",407,3,0,3,2
"12360","Q15760","phos",415,1,0,1,1
"12361","Q15761","phos",445,1,0,1,1
"12362","Q15785","phos",309,1,0,1,1
"12363","Q15800","phos",293,1,0,1,2
"12364","Q15843","phos",81,1,0,1,2
"12365","Q15846","phos",466,1,0,1,1
"12366","Q15906","phos",364,1,0,1,1
"12367","Q16222","phos",522,1,0,1,2
"12368","Q16322","phos",511,1,0,1,1
"12369","Q16623","phos",288,1,0,1,1
"12370","Q16644","phos",382,1,0,1,2
"12371","Q16665","phos",826,4,0,4,3
"12372","Q16678","phos",543,1,0,1,1
"12373","Q16698","phos",335,2,0,2,1
"12374","Q16762","phos",297,3,0,3,1
"12375","Q16773","phos",422,1,0,1,2
"12376","Q16795","phos",377,2,0,2,1
"12377","Q16816","phos",387,1,0,1,1
"12378","Q16828","phos",381,2,0,2,1
"12379","Q16836","phos",314,1,0,1,1
"12380","Q16875","phos",520,1,0,1,2
"12381","Q16877","phos",469,2,0,2,3
"12382","Q17RQ9","phos",610,2,0,2,2
"12383","Q17RW2","phos",1714,2,0,2,1
"12384","Q1KMD3","phos",747,1,0,1,3
"12385","Q1L5Z9","phos",754,1,0,1,2
"12386","Q1X8D7","phos",754,3,0,3,1
"12387","Q1XH10","phos",827,2,0,2,2
"12388","Q2KHT4","phos",349,1,0,1,1
"12389","Q2M2I5","phos",525,1,0,1,2
"12390","Q2M3C7","phos",1700,3,0,3,1
"12391","Q2NL82","phos",804,2,0,2,2
"12392","Q2TAY7","phos",513,4,0,4,2
"12393","Q2TBF2","phos",565,2,0,2,1
"12394","Q2VYF4","phos",491,2,0,2,1
"12395","Q2WGJ9","phos",1857,3,0,3,5
"12396","Q32MK0","phos",819,3,0,3,2
"12397","Q32MQ0","phos",723,1,0,1,1
"12398","Q32MZ4","phos",808,1,0,1,5
"12399","Q38SD2","phos",2015,3,0,3,2
"12400","Q3C1V1","phos",193,1,0,1,1
"12401","Q3KNW5","phos",377,1,0,1,1
"12402","Q3KP44","phos",614,2,0,2,5
"12403","Q3SXY7","phos",679,2,0,2,2
"12404","Q3SXZ3","phos",478,2,0,2,1
"12405","Q3SXZ7","phos",439,1,0,1,1
"12406","Q3ZCN5","phos",2332,1,0,1,1
"12407","Q495D7","phos",138,1,0,1,2
"12408","Q495X7","phos",471,1,0,1,4
"12409","Q49AN0","phos",593,1,0,1,1
"12410","Q4AE62","phos",458,2,0,2,1
"12411","Q4G0F5","phos",336,1,0,1,1
"12412","Q4G0N4","phos",442,1,0,1,2
"12413","Q4LDE5","phos",3571,1,0,1,1
"12414","Q4UJ75","phos",823,1,0,1,10
"12415","Q4W5G0","phos",525,3,0,3,4
"12416","Q4ZJI4","phos",515,2,0,2,1
"12417","Q504Y3","phos",356,1,0,1,3
"12418","Q52LC2","phos",224,4,0,4,1
"12419","Q53GA4","phos",152,1,0,1,1
"12420","Q53GD3","phos",710,1,0,1,2
"12421","Q53SF7","phos",1204,4,0,4,2
"12422","Q53T59","phos",392,1,0,1,1
"12423","Q53T94","phos",588,1,0,1,6
"12424","Q56NI9","phos",601,1,0,1,6
"12425","Q56P03","phos",285,1,0,1,1
"12426","Q587J7","phos",1177,1,0,1,4
"12427","Q5CZ79","phos",823,2,0,2,10
"12428","Q5EB52","phos",335,1,0,1,1
"12429","Q5EBN2","phos",209,1,0,1,2
"12430","Q5EG05","phos",197,1,0,1,4
"12431","Q5GH73","phos",641,1,0,1,1
"12432","Q5GJ75","phos",292,1,0,1,2
"12433","Q5GLZ8","phos",1057,3,0,3,3
"12434","Q5H8A4","phos",983,4,0,4,3
"12435","Q5HYK9","phos",610,1,0,1,1
"12436","Q5I0X7","phos",151,2,0,2,1
"12437","Q5JPB2","phos",1677,2,0,2,2
"12438","Q5JSH3","phos",913,1,0,1,2
"12439","Q5JTH9","phos",1297,2,0,2,3
"12440","Q5JTV8","phos",583,2,0,2,2
"12441","Q5JTW2","phos",689,2,0,2,4
"12442","Q5JUK3","phos",1230,6,0,6,4
"12443","Q5JVF3","phos",399,2,0,2,2
"12444","Q5JXB2","phos",153,1,0,1,3
"12445","Q5JXX5","phos",417,1,0,1,1
"12446","Q5JY77","phos",1395,1,0,1,2
"12447","Q5MAI5","phos",379,2,0,2,1
"12448","Q5NDL2","phos",527,1,0,1,2
"12449","Q5PSV4","phos",323,1,0,1,1
"12450","Q5QGS0","phos",1516,1,0,1,3
"12451","Q5R3F8","phos",820,1,0,1,1
"12452","Q5RL73","phos",367,1,0,1,1
"12453","Q5SQ80","phos",823,1,0,1,10
"12454","Q5SQS7","phos",431,1,0,1,2
"12455","Q5SRE5","phos",1749,6,0,6,1
"12456","Q5SRN2","phos",563,9,0,9,1
"12457","Q5SVS4","phos",291,2,0,2,2
"12458","Q5SVZ6","phos",1142,1,0,1,3
"12459","Q5SWX8","phos",454,1,0,1,1
"12460","Q5SYC1","phos",327,1,0,1,1
"12461","Q5T0N1","phos",1121,1,0,1,3
"12462","Q5T0U0","phos",273,1,0,1,7
"12463","Q5T0W9","phos",1011,1,0,1,2
"12464","Q5T197","phos",706,1,0,1,3
"12465","Q5T1Q4","phos",408,1,0,1,1
"12466","Q5T1R4","phos",2406,3,0,3,2
"12467","Q5T2S8","phos",1044,2,0,2,2
"12468","Q5T5C0","phos",1151,2,0,2,5
"12469","Q5T5M9","phos",372,2,0,2,1
"12470","Q5T5U3","phos",1957,5,0,5,3
"12471","Q5T7W0","phos",954,2,0,2,4
"12472","Q5TEA3","phos",1177,4,0,4,1
"12473","Q5TEA6","phos",688,1,0,1,3
"12474","Q5TGS1","phos",186,1,0,1,2
