Call:,,,,
lm(formula = log(topMotifSum) ~ Length),,,,
Residuals:,,,,
Min,1Q,Median,3Q,Max
Q86WI3,1866,2,-0.288800579,
Q86WT1,665,1,-0.443190754,
Q86WV6,379,1,-0.314893915,
Q86WZ0,1026,3,0.49348042,
Q86WZ6,799,1,-0.50330186,
Q86X02,465,2,0.339674496,
Q86X10,1494,1,-0.81507215,
Q86X27,583,1,-0.406406345,
Q86X52,802,1,-0.504647631,
Q86XA9,2040,2,-0.366855299,
Q86XE0,403,2,0.367487098,
Q86XE3,530,1,-0.382631057,
Q86XE5,327,1,-0.291567217,
Q86XG9,351,4,1.083960976,
Q86XH1,822,5,1.095818475,
Q86XI2,1143,1,-0.657616939,
Q86XI6,285,1,-0.272726422,
Q86XP1,1220,3,0.406453893,
Q86XR8,500,9,1.828051231,
Q86XS5,388,1,-0.318931228,
Q86XT2,251,3,0.841137938,
Q86XX4,4008,1,-1.94282828,
Q86XZ4,545,1,-0.389359912,
Q86Y07,508,1,-0.372762069,
Q86Y13,1208,6,1.104984158,
Q86YA3,2104,8,0.99072928,
Q86YC2,1186,1,-0.676906324,
Q86YF9,867,3,0.564806285,
Q86YI8,300,1,-0.279455277,
Q86YQ8,564,1,-0.397883129,
Q86YR7,1114,4,0.741686542,
Q86YS3,637,3,0.667982065,
Q86YT6,1006,1,-0.596160062,
Q86YV0,1011,1,-0.598403013,
Q86YV9,775,1,-0.492535692,
Q86YW0,608,3,0.680991185,
Q86YW9,2145,4,0.279189895,
Q86Z02,1210,1,-0.687672492,
Q86Z14,1044,3,0.485405794,
Q8HWS3,928,1,-0.561170015,
Q8IU85,385,1,-0.317585457,
Q8IUA7,1624,1,-0.873388895,
Q8IUC6,712,1,-0.4642745,
Q8IUD2,1116,8,1.433936542,
Q8IUD6,432,1,-0.338669203,
Q8IUF1,395,1,-0.32207136,
Q8IUG5,2567,10,1.006175501,
Q8IUR5,882,4,0.845759503,
Q8IUR7,673,1,-0.446779476,
Q8IUS5,362,1,-0.307267879,
Q8IUY3,354,1,-0.303679156,
Q8IUZ0,686,1,-0.452611151,
Q8IV33,1275,3,0.381781424,
Q8IV35,697,1,-0.457545645,
Q8IV38,441,1,-0.342706516,
Q8IV42,348,1,-0.300987614,
Q8IV50,215,3,0.857287191,
Q8IV63,474,2,0.335637183,
Q8IV76,773,1,-0.491638511,
Q8IVE0,287,3,0.824988686,
Q8IVE3,1493,1,-0.81462356,
Q8IVF2,5795,47,1.105688373,
Q8IVF4,4471,10,0.152059482,
Q8IVF5,1701,2,-0.214783171,
Q8IVF6,992,6,1.201879673,
Q8IVF7,1028,1,-0.606029049,
Q8IVG5,1584,5,0.753992631,
Q8IVL0,2385,2,-0.521618968,
Q8IVL1,2488,2,-0.567823774,
Q8IVP9,402,1,-0.325211492,
Q8IVU3,1022,3,0.495274782,
Q8IVW4,592,1,-0.410443658,
Q8IW35,865,2,0.160238358,
Q8IWA6,550,3,0.707009425,
Q8IWB1,547,1,-0.390257093,
Q8IWB4,1347,1,-0.74912937,
Q8IWB6,1497,3,0.282194367,
Q8IWB9,1127,1,-0.650439493,
Q8IWC1,876,3,0.560768972,
Q8IWE5,1019,4,0.784302625,
Q8IWG1,891,2,0.148575009,
Q8IWI9,3026,7,0.443597588,
Q8IWJ2,1684,10,1.402280777,
Q8IWK6,1321,1,-0.737466021,
Q8IWQ3,736,2,0.218106512,
Q8IWS0,365,3,0.789998639,
Q8IWT3,2517,7,0.671930075,
Q8IWT6,810,2,0.184910827,
Q8IWU2,1503,3,0.279502825,
Q8IWV2,1026,2,0.088015312,
Q8IWV7,1749,5,0.679975224,
Q8IWV8,1755,4,0.45414013,
Q8IWW6,846,4,0.861908755,
Q8IWX7,931,6,1.229243684,
Q8IWY8,852,1,-0.527077148,
Q8IWY9,1227,4,0.690995833,
Q8IWZ3,2542,4,0.101099528,
Q8IWZ5,723,1,-0.469208994,
Q8IWZ6,715,4,0.92067409,
Q8IX01,1082,4,0.756041433,
Q8IX03,1113,6,1.147600241,
Q8IX12,1150,4,0.72553729,
Q8IX21,1173,3,0.427537639,
Q8IX30,993,2,0.102818794,
Q8IX95,158,1,-0.215755448,
Q8IXB1,793,2,0.192536863,
Q8IXH7,590,1,-0.409546478,
Q8IXI1,618,2,0.271040173,
Q8IXJ6,389,1,-0.319379818,
Q8IXJ9,1541,4,0.550138464,
Q8IXL9,164,1,-0.21844699,
Q8IXN7,391,1,-0.320276999,
Q8IXQ8,264,2,0.429841156,
Q8IXR5,827,1,-0.51586239,
Q8IXS0,508,1,-0.372762069,
Q8IXS2,484,4,1.02429846,
Q8IXW5,612,1,-0.419415465,
Q8IY17,1366,1,-0.757652586,
Q8IY18,1101,8,1.440665397,
Q8IY21,1712,4,0.473429515,
Q8IY22,773,2,0.20150867,
Q8IY37,1157,5,0.945540709,
Q8IY63,956,3,0.524881744,
Q8IY81,847,5,1.084603716,
Q8IY82,874,3,0.561666153,
Q8IY85,973,1,-0.58135658,
Q8IY92,1834,4,0.418701493,
Q8IYA2,1237,2,-0.006637251,
Q8IYA6,745,1,-0.479077981,
Q8IYB3,904,1,-0.550403846,
Q8IYB7,885,2,0.151266551,
Q8IYB8,786,3,0.601142103,
Q8IYD8,2048,9,1.133633375,
Q8IYE0,955,13,1.991667404,
Q8IYE1,715,4,0.92067409,
Q8IYF1,753,1,-0.482666704,
Q8IYH5,903,5,1.059482657,
Q8IYI6,725,3,0.628506114,
Q8IYJ1,553,1,-0.392948635,
Q8IYJ2,551,2,0.301095726,
Q8IYM9,498,2,0.324871015,
Q8IYQ7,743,1,-0.478180801,
Q8IYT3,715,7,1.480289878,
Q8IYT4,538,1,-0.38621978,
Q8IYT8,1036,2,0.083529409,
Q8IYW2,2715,5,0.246636949,
Q8IYW4,607,1,-0.417172513,
Q8IYX8,460,6,1.440529737,
Q8IYY4,767,1,-0.488946969,
Q8IZ21,702,2,0.233358584,
Q8IZ41,740,3,0.621777259,
Q8IZ57,195,2,0.46079389,
Q8IZD4,617,2,0.271488764,
Q8IZD9,2030,8,1.023924966,
Q8IZF0,1738,3,0.174084094,
Q8IZF2,1346,1,-0.748680779,
Q8IZF6,3080,1,-1.526536439,
Q8IZH2,1706,1,-0.910173304,
Q8IZP1,549,3,0.707458015,
Q8IZP9,1017,1,-0.601094555,
Q8IZQ1,3526,3,-0.627995445,
Q8IZS8,1091,3,0.464322048,
Q8IZT6,3477,9,0.492597771,
Q8IZU2,1322,1,-0.737914611,
Q8IZU9,778,2,0.199265718,
Q8IZX4,1826,5,0.645433767,
Q8IZY2,2146,3,-0.008940767,
Q8J025,514,1,-0.375453611,
Q8N0S2,351,2,0.390813796,
Q8N0U4,392,1,-0.320725589,
Q8N0U7,546,2,0.303338678,
Q8N0W5,287,1,-0.273623603,
Q8N0X4,340,1,-0.297398891,
Q8N157,1196,2,0.011754953,
Q8N159,534,1,-0.384425418,
Q8N163,923,3,0.539685226,
Q8N183,169,1,-0.220689942,
Q8N1B4,723,1,-0.469208994,
Q8N1F7,819,2,0.180873514,
Q8N1G1,1221,1,-0.692606986,
Q8N1H7,587,3,0.690411582,
Q8N1I0,1966,6,0.764952675,
Q8N1L4,340,2,0.39574829,
Q8N1N0,589,2,0.284049293,
Q8N1T3,1032,1,-0.607823411,
Q8N1W1,1705,4,0.476569648,
Q8N1W2,664,1,-0.442742163,
Q8N201,2190,1,-1.127291031,
Q8N228,414,1,-0.330594577,
Q8N2C3,294,1,-0.276763735,
Q8N2C7,3258,4,-0.22009116,
Q8N2E2,1590,1,-0.858136824,
Q8N2I9,435,2,0.353132207,
Q8N2N9,1353,7,1.194089237,
Q8N302,714,2,0.2279755,
Q8N3A8,854,1,-0.527974329,
Q8N3C0,2202,4,0.253620246,
Q8N3D4,1523,1,-0.82808127,
Q8N3E9,789,2,0.194331224,
Q8N3F8,863,1,-0.532011642,
Q8N3I7,341,1,-0.297847481,
Q8N3J2,472,1,-0.356612817,
Q8N3K9,4069,5,-0.360754379,
Q8N3R3,496,1,-0.367378985,
Q8N3R9,675,4,0.938617704,
Q8N3S3,785,2,0.196125586,
Q8N3T6,1108,2,0.051230904,
Q8N3U4,1231,4,0.689201472,
Q8N3X6,602,2,0.278217619,
Q8N442,669,3,0.653627174,
Q8N456,261,1,-0.261960254,
Q8N475,847,2,0.168312984,
Q8N490,385,1,-0.317585457,
Q8N4C6,2090,17,1.750781347,
Q8N4C7,294,3,0.821848554,
Q8N4C8,1332,4,0.643893847,
Q8N4J0,409,1,-0.328351625,
Q8N4P2,665,1,-0.443190754,
Q8N4S0,544,2,0.304235859,
Q8N4U5,519,3,0.720915726,
Q8N4X5,818,3,0.586787212,
Q8N554,614,1,-0.420312646,
Q8N556,730,2,0.220798055,
Q8N573,874,2,0.156201045,
Q8N584,583,2,0.286740835,
Q8N5C6,995,2,0.101921613,
Q8N5C8,712,1,-0.4642745,
Q8N5H7,860,2,0.16248131,
Q8N5M4,171,3,0.877025166,
Q8N5Q1,922,1,-0.558478472,
Q8N5R6,958,2,0.118519456,
Q8N5V2,710,1,-0.463377319,
Q8N653,840,1,-0.521694064,
Q8N660,670,3,0.653178583,
Q8N6C8,439,2,0.351337845,
Q8N6G5,542,1,-0.388014141,
Q8N6G6,1762,5,0.674143549,
Q8N6H7,521,4,1.007700617,
Q8N6K7,520,1,-0.378145153,
Q8N6M6,819,2,0.180873514,
Q8N6N2,239,1,-0.252091266,
Q8N6N6,113,1,-0.195568882,
Q8N6Q8,603,3,0.683234137,
Q8N6S4,541,1,-0.387565551,
Q8N6V9,391,2,0.372870182,
Q8N6Y0,703,1,-0.460237187,
Q8N715,623,7,1.52156019,
Q8N720,491,3,0.733476255,
Q8N7G0,328,4,1.094278554,
Q8N7N1,296,2,0.415486265,
Q8N7P1,536,5,1.224115314,
Q8N7X0,1667,2,-0.1995311,
Q8N7X4,407,1,-0.327454444,
Q8N7Z5,1873,1,-0.985087892,
Q8N806,425,2,0.35761811,
Q8N841,843,2,0.170107345,
Q8N878,549,2,0.301992907,
Q8N884,522,1,-0.379042334,
Q8N895,744,1,-0.478629391,
Q8N8E3,955,10,1.729303139,
Q8N8M0,369,1,-0.310408011,
Q8N8X9,362,3,0.79134441,
Q8N945,189,1,-0.229661749,
Q8N960,986,3,0.511424034,
Q8N987,351,1,-0.302333385,
Q8N998,374,4,1.073643398,
Q8N9B5,988,3,0.510526853,
Q8N9C0,903,1,-0.549955256,
Q8N9N7,239,1,-0.252091266,
Q8N9T8,703,2,0.232909994,
Q8N9V2,468,2,0.338328725,
Q8N9V7,1692,2,-0.210745858,
Q8N9Z9,388,2,0.374215953,
Q8NA03,581,3,0.693103124,
Q8NA47,563,1,-0.397434538,
Q8NA54,791,1,-0.499713137,
Q8NA58,520,1,-0.378145153,
Q8NAA4,619,3,0.676056691,
Q8NAP3,1195,1,-0.680943637,
Q8NAT2,981,2,0.108201878,
Q8NB14,1042,1,-0.612309314,
Q8NB16,471,3,0.742448062,
Q8NB25,1140,8,1.423170374,
Q8NB46,1076,1,-0.627561386,
Q8NB66,2214,5,0.471380713,
Q8NB90,893,3,0.553142936,
Q8NB91,859,4,0.85607708,
Q8NBI5,491,1,-0.365136033,
Q8NBJ4,401,3,0.773849387,
Q8NBJ9,832,3,0.580506947,
Q8NBP0,860,1,-0.530665871,
Q8NBX0,429,2,0.355823749,
Q8NC74,664,1,-0.442742163,
Q8NCM2,988,3,0.510526853,
Q8NCM8,4307,13,0.487992564,
Q8NCN2,500,2,0.323973834,
Q8NCP5,570,3,0.698037618,
Q8NCR0,500,1,-0.369173346,
Q8NCT1,418,3,0.766223351,
Q8NCU4,936,6,1.227000732,
Q8NCX0,1101,12,1.846130505,
Q8NCY6,345,6,1.492117626,
Q8ND04,991,2,0.103715974,
Q8ND07,529,4,1.004111895,
Q8ND24,703,4,0.926057174,
Q8ND30,876,2,0.155303864,
Q8ND76,341,1,-0.297847481,
Q8ND83,568,3,0.698934799,
Q8NDA2,5059,8,-0.334855193,
Q8NDA8,1641,1,-0.881014931,
Q8NDD1,294,2,0.416383445,
Q8NDG6,1382,1,-0.764830032,
Q8NDH2,2452,3,-0.146209413,
Q8NDH6,482,1,-0.36109872,
Q8NDI1,1231,2,-0.003945709,
Q8NDM7,1665,5,0.717656813,
Q8NDV3,1235,8,1.380554291,
Q8NDW4,579,1,-0.404611984,
Q8NDW8,1320,2,-0.04387025,
Q8NDX2,589,1,-0.409097887,
Q8NE09,1264,7,1.234013778,
Q8NE18,718,3,0.631646247,
Q8NE31,585,1,-0.407303526,
Q8NE71,845,4,0.862357345,
Q8NEB9,887,3,0.555834478,
Q8NEC5,780,1,-0.494778643,
Q8NEC7,633,1,-0.428835862,
Q8NEE6,735,1,-0.474592078,
Q8NEF3,446,3,0.753662821,
Q8NEF9,429,2,0.355823749,
Q8NEH6,495,5,1.242507518,
Q8NEJ9,315,1,-0.286184132,
Q8NEK8,389,3,0.779232471,
Q8NEM0,835,5,1.0899868,
Q8NEM8,1001,1,-0.59391711,
Q8NEN0,867,1,-0.533806003,
Q8NEN9,1154,2,0.030595748,
Q8NEV4,1616,5,0.73963774,
Q8NEV8,1989,2,-0.343977191,
Q8NEY1,1877,3,0.111730036,
Q8NEY3,305,1,-0.281698229,
Q8NEZ3,1342,1,-0.746886418,
Q8NEZ4,4911,8,-0.268463821,
Q8NF50,2099,5,0.522968603,
Q8NF91,8797,41,-0.377555381,
Q8NFA0,1604,1,-0.864417088,
Q8NFC6,3051,4,-0.127232958,
Q8NFF2,622,1,-0.423901369,
Q8NFH8,660,1,-0.440947802,
Q8NFI3,743,3,0.620431488,
Q8NFJ6,384,1,-0.317136866,
Q8NFN8,814,2,0.183116465,
Q8NFP4,955,2,0.119865227,
Q8NFP9,2946,4,-0.080130972,
Q8NFR7,591,3,0.688617221,
Q8NFT6,615,1,-0.420761236,
Q8NFU5,416,3,0.767120531,
Q8NFU7,2136,5,0.50637076,
Q8NFY4,1073,4,0.760078746,
Q8NFY9,601,1,-0.414480971,
Q8NFZ0,1043,1,-0.612757904,
Q8NG06,486,2,0.330254099,
Q8NG31,2342,10,1.107108329,
Q8NG92,308,1,-0.283044,
Q8NGH9,312,1,-0.284838361,
Q8NGT1,345,1,-0.299641843,
Q8NHH1,800,1,-0.50375045,
Q8NHH9,583,2,0.286740835,
Q8NHM5,1336,6,1.047564593,
Q8NHP6,518,2,0.315899208,
Q8NHP7,514,3,0.723158677,
Q8NHQ1,597,5,1.196751302,
Q8NHQ9,600,4,0.97226198,
Q8NHR7,220,2,0.449579131,
Q8NHS2,421,1,-0.333734709,
Q8NHS4,586,1,-0.407752116,
Q8NHU2,1237,2,-0.006637251,
Q8NHU6,1098,1,-0.637430373,
Q8NHY6,868,1,-0.534254594,
Q8NHZ7,208,1,-0.238184965,
Q8NI27,1593,3,0.239129694,
Q8NI35,1801,3,0.145822902,
Q8NI60,647,1,-0.435116127,
Q8NI77,898,3,0.550899985,
Q8TAA9,524,1,-0.379939515,
Q8TAB3,1148,2,0.03328729,
Q8TAK5,448,2,0.347300532,
Q8TAL5,461,1,-0.351678323,
Q8TAX9,411,1,-0.329248806,
Q8TB24,985,1,-0.586739664,
Q8TB36,358,1,-0.305473517,
Q8TB52,745,2,0.214069199,
Q8TB73,568,3,0.698934799,
Q8TBA6,731,3,0.625814572,
Q8TBB0,222,1,-0.24446523,
Q8TBE9,248,1,-0.256128579,
Q8TBN0,382,2,0.376907495,
Q8TBP6,338,1,-0.29650171,
Q8TBY8,1022,8,1.476104035,
Q8TBY9,1149,1,-0.660308481,
Q8TBZ0,833,3,0.580058357,
Q8TBZ2,947,4,0.81660113,
Q8TBZ6,339,4,1.08934406,
Q8TC05,714,1,-0.46517168,
Q8TC20,777,6,1.298326597,
Q8TCB0,444,1,-0.344052287,
Q8TCB7,284,1,-0.272277832,
Q8TCF1,268,1,-0.265100386,
Q8TCG1,905,7,1.395057712,
Q8TCG5,803,2,0.188050959,
Q8TCJ2,826,1,-0.515413799,
Q8TCN5,953,1,-0.572384773,
Q8TCP9,573,1,-0.401920442,
Q8TCS8,783,3,0.602487874,
Q8TCU4,4167,11,0.383741127,
Q8TCU6,1659,4,0.497204804,
Q8TCW9,393,1,-0.321174179,
Q8TCY9,931,1,-0.562515786,
Q8TD10,442,3,0.755457182,
Q8TD16,824,3,0.58409567,
Q8TD26,2715,3,-0.264188674,
Q8TD30,523,1,-0.379490924,
Q8TD31,782,4,0.890618537,
Q8TD43,1214,3,0.409145435,
Q8TD57,4116,8,0.088165504,
Q8TD84,2053,1,-1.065834154,
Q8TD91,643,1,-0.433321766,
Q8TDC3,778,1,-0.493881463,
Q8TDI0,1954,5,0.588014203,
Q8TDI7,906,1,-0.551301027,
Q8TDI8,760,2,0.207340344,
Q8TDJ6,3036,4,-0.120504103,
Q8TDL5,484,1,-0.361995901,
Q8TDM6,1919,3,0.092889241,
Q8TDN6,353,2,0.389916615,
Q8TDR0,691,2,0.238293078,
Q8TDR2,534,1,-0.384425418,
Q8TDW0,803,2,0.188050959,
Q8TDX6,532,1,-0.383528237,
Q8TDX7,302,2,0.412794723,
Q8TDY2,1594,8,1.219510357,
Q8TDZ2,1067,3,0.475088216,
Q8TE54,656,1,-0.43915344,
Q8TE56,1095,1,-0.636084602,
Q8TE58,950,1,-0.571039002,
Q8TE68,723,1,-0.469208994,
Q8TE73,4624,11,0.178735339,
Q8TEA7,893,1,-0.545469352,
Q8TEC5,729,1,-0.471900536,
Q8TED0,518,2,0.315899208,
Q8TED9,768,1,-0.489395559,
Q8TEH3,1009,1,-0.597505833,
Q8TEK3,1739,3,0.173635503,
Q8TEM1,1887,5,0.618069756,
Q8TEP8,1941,2,-0.322444855,
Q8TEQ0,813,1,-0.509582125,
Q8TER5,1519,10,1.476298184,
Q8TES7,1133,4,0.733163326,
Q8TEU7,1601,4,0.523223044,
Q8TEV9,937,2,0.127939853,
Q8TEW0,1356,4,0.633127678,
Q8TEW8,1205,3,0.413182748,
Q8TEY7,942,2,0.125696901,
Q8TF01,805,2,0.187153779,
Q8TF21,1146,6,1.132796759,
Q8TF30,809,3,0.590824525,
Q8TF40,1166,2,0.025212664,
Q8TF46,1054,2,0.075454782,
Q8TF66,581,1,-0.405509164,
Q8WTQ7,553,2,0.300198546,
Q8WTT2,800,1,-0.50375045,
Q8WTW3,980,2,0.108650468,
Q8WU90,426,1,-0.335977661,
Q8WUA4,911,2,0.139603202,
Q8WUA7,517,1,-0.376799382,
Q8WUD1,216,1,-0.241773688,
Q8WUH2,860,5,1.078772041,
Q8WUJ3,1361,2,-0.062262454,
Q8WUM0,1156,5,0.945989299,
Q8WUM4,868,2,0.158892587,
Q8WUX9,453,2,0.34505758,
Q8WUY3,3088,3,-0.431512873,
Q8WUY9,529,3,0.716429822,
Q8WV41,574,2,0.290778149,
Q8WV60,388,2,0.374215953,
Q8WVJ2,157,1,-0.215306858,
Q8WVM0,346,1,-0.300090433,
Q8WVM7,1258,4,0.677089532,
Q8WVN8,375,1,-0.313099553,
Q8WVY7,318,1,-0.287529903,
Q8WW22,397,1,-0.322968541,
Q8WW38,1151,4,0.725088699,
Q8WW52,585,1,-0.407303526,
Q8WWB5,315,1,-0.286184132,
Q8WWH4,475,2,0.335188593,
Q8WWI1,1683,5,0.709582187,
Q8WWK9,683,2,0.241881801,
Q8WWL7,1395,4,0.615632655,
Q8WWM7,1075,3,0.471499493,
Q8WWN8,1544,3,0.261110621,
Q8WWN9,437,1,-0.340912155,
Q8WWQ0,1821,3,0.136851095,
Q8WWQ2,592,1,-0.410443658,
Q8WWQ8,2551,1,-1.289232146,
Q8WWT9,602,1,-0.414929562,
Q8WWU5,503,2,0.322628063,
Q8WWY3,499,1,-0.368724756,
Q8WWZ4,1543,1,-0.837053077,
Q8WWZ7,1642,1,-0.881463522,
Q8WX92,580,2,0.288086606,
Q8WX94,980,4,0.801797649,
Q8WXD0,754,1,-0.483115294,
Q8WXE1,791,1,-0.499713137,
Q8WXE9,905,2,0.142294744,
Q8WXG6,1647,5,0.725731439,
Q8WXG9,6306,3,-1.875076607,
Q8WXH0,6885,33,0.263084855,
Q8WXQ8,436,2,0.352683616,
Q8WXR4,1341,1,-0.746437827,
Q8WXU2,420,1,-0.333286119,
Q8WXW3,757,5,1.124976847,
Q8WXX0,4024,11,0.447889547,
Q8WY36,941,1,-0.567001689,
Q8WY64,445,1,-0.344500877,
Q8WYA0,676,6,1.343634222,
Q8WYA6,563,2,0.295712642,
Q8WYB5,2073,1,-1.074805961,
Q8WYJ6,367,3,0.789101458,
Q8WYP5,2266,3,-0.062771609,
Q8WYQ5,773,3,0.606973778,
Q8WYR1,880,3,0.558974611,
Q8WZ60,621,1,-0.423452778,
Q8WZ73,363,1,-0.307716469,
Q8WZ74,1663,3,0.20772837,
Q8WZA2,1011,2,0.094744167,
Q92508,2521,4,0.110519925,
Q92526,530,3,0.715981232,
Q92538,1859,2,-0.285660446,
Q92540,1137,2,0.038221784,
Q92541,710,2,0.229769861,
Q92547,1522,5,0.781805232,
Q92574,1164,2,0.026109844,
Q92575,508,2,0.320385111,
Q92576,2039,2,-0.366406708,
Q92598,858,2,0.16337849,
Q92608,1830,6,0.825960963,
Q92609,795,2,0.191639682,
Q92614,2054,10,1.236302349,
Q92619,1136,2,0.038670374,
Q92620,1227,2,-0.002151347,
Q92621,2012,5,0.561995963,
Q92626,1479,2,-0.115196115,
Q92629,289,1,-0.274520783,
Q92630,601,2,0.278666209,
Q92665,395,1,-0.32207136,
Q92667,903,1,-0.549955256,
Q92673,2214,2,-0.444910019,
Q92696,567,1,-0.3992289,
Q92698,747,3,0.618637127,
Q92731,530,1,-0.382631057,
Q92736,4967,5,-0.76358851,
Q92750,862,3,0.567049237,
Q92752,1358,1,-0.754063863,
Q92754,450,1,-0.346743829,
Q92771,950,2,0.122108178,
Q92777,582,2,0.287189426,
Q92793,2442,4,0.145958563,
Q92794,2004,3,0.054759062,
Q92797,1274,2,-0.023235094,
Q92805,767,9,1.708277609,
Q92817,2033,13,1.508087011,
Q92830,837,3,0.578263996,
Q92831,832,2,0.175041839,
Q92833,1246,3,0.394790544,
Q92835,1189,4,0.708042266,
Q92844,425,4,1.050765291,
Q92851,521,2,0.314553437,
Q92854,862,1,-0.531563052,
Q92859,1461,1,-0.800268669,
Q92878,1312,7,1.212481442,
Q92887,1545,1,-0.837950258,
Q92889,916,2,0.13736025,
Q92896,1179,1,-0.673766191,
Q92902,700,1,-0.458891416,
Q92904,295,1,-0.277212325,
Q92914,225,1,-0.245811001,
Q92922,1105,1,-0.640570506,
Q92925,531,3,0.715532642,
Q92928,201,2,0.458102348,
Q92932,1015,1,-0.600197375,
Q92952,543,1,-0.388462731,
Q92963,219,1,-0.243119459,
Q92974,986,3,0.511424034,
Q93008,2570,2,-0.604608182,
Q93009,1102,3,0.459387554,
Q93033,1021,3,0.495723372,
Q93034,780,2,0.198368537,
Q93038,417,1,-0.331940348,
Q93050,837,1,-0.520348293,
Q93074,2177,3,-0.022847068,
Q93075,761,3,0.612356862,
Q93100,1093,3,0.463424867,
Q969K3,372,2,0.381393398,
Q969Q6,453,2,0.34505758,
Q969V4,418,3,0.766223351,
Q969V6,931,2,0.130631395,
Q969X6,686,2,0.24053603,
Q969Z3,335,1,-0.295155939,
Q96A23,557,1,-0.394742996,
Q96A33,483,4,1.024747051,
Q96A46,364,1,-0.308165059,
Q96A49,352,1,-0.302781975,
Q96A65,974,3,0.516807118,
Q96AA8,810,4,0.878058007,
Q96AB3,205,4,1.149455167,
Q96AE4,644,4,0.952524005,
Q96AE7,1141,1,-0.656719758,
Q96AH8,199,1,-0.234147652,
Q96AJ1,413,2,0.363001194,
Q96AV8,911,2,0.139603202,
Q96AX1,596,3,0.686374269,
Q96AX9,1013,4,0.786994167,
Q96AY4,2481,7,0.688079327,
Q96B01,352,1,-0.302781975,
Q96BJ8,720,2,0.225283958,
Q96BR1,496,1,-0.367378985,
Q96BW1,309,2,0.40965459,
Q96BX8,217,1,-0.242222278,
Q96BY6,2186,4,0.260797691,
Q96BY7,2078,3,0.021563376,
Q96BY9,339,1,-0.296950301,
Q96C03,454,2,0.34460899,
Q96C11,551,1,-0.392051454,
Q96C23,342,2,0.394851109,
Q96C34,613,5,1.189573857,
Q96C86,337,1,-0.29605312,
Q96CN4,794,5,1.108379004,
Q96CN7,298,2,0.414589084,
Q96CN9,775,5,1.116902221,
Q96CP6,724,2,0.223489597,
Q96CW5,907,1,-0.551749617,
Q96D46,503,1,-0.370519117,
Q96DM3,657,2,0.25354515,
Q96DN5,1066,3,0.475536806,
Q96DR7,871,1,-0.535600365,
Q96DT5,4516,9,0.026512401,
Q96DV4,380,2,0.377804676,
Q96DX7,344,2,0.393953928,
Q96DY7,904,1,-0.550403846,
Q96E29,417,1,-0.331940348,
Q96EA4,605,4,0.970019028,
Q96EF0,704,2,0.232461404,
Q96EK5,621,1,-0.423452778,
Q96ER3,474,1,-0.357509997,
Q96EV2,1170,4,0.716565483,
Q96EY1,480,1,-0.360201539,
Q96EY4,203,1,-0.235942014,
Q96EZ8,462,3,0.746485375,
Q96F07,1278,2,-0.025029455,
Q96F81,1524,1,-0.828529861,
Q96FC9,970,2,0.113136371,
Q96FI4,390,1,-0.319828408,
Q96FN5,646,2,0.258479644,
Q96G01,975,1,-0.582253761,
Q96G28,342,1,-0.298296072,
Q96GC5,212,1,-0.239979327,
Q96GD3,660,2,0.252199379,
Q96GD4,344,1,-0.299193252,
Q96GE4,821,2,0.179976333,
Q96GJ1,504,1,-0.370967708,
Q96GN5,454,2,0.34460899,
Q96H40,463,1,-0.352575504,
Q96H78,314,1,-0.285735542,
Q96HH9,432,3,0.759943086,
Q96HM7,432,2,0.354477978,
Q96HP0,2047,3,0.035469677,
Q96HU8,199,1,-0.234147652,
Q96HW7,963,4,0.809423684,
Q96I24,572,1,-0.401471851,
Q96I34,528,2,0.311413304,
Q96IC2,774,1,-0.492087101,
Q96II8,777,3,0.605179416,
Q96IV0,654,3,0.660356029,
Q96IX9,119,1,-0.198260425,
Q96J02,903,3,0.548657033,
Q96J65,1359,4,0.631781907,
Q96J66,1382,2,-0.071682851,
Q96J92,1243,2,-0.009328793,
Q96JB1,4490,12,0.325857823,
Q96JB2,828,6,1.275448489,
Q96JB8,637,1,-0.430630224,
Q96JE7,1060,2,0.07276324,
Q96JG6,964,2,0.115827914,
Q96JH8,1075,2,0.066034385,
Q96JI7,2443,8,0.838657153,
Q96JJ7,454,2,0.34460899,
Q96JK2,942,3,0.531162009,
Q96JK9,1138,5,0.954063925,
Q96JM2,2506,1,-1.269045581,
Q96JM3,812,1,-0.509133534,
Q96JM4,1722,9,1.279873828,
Q96JM7,780,1,-0.494778643,
Q96JN2,1154,9,1.534673145,
Q96JQ2,1002,3,0.504246589,
Q96JS3,809,2,0.185359417,
Q96JX3,654,2,0.254890921,
Q96KN7,1286,2,-0.028618178,
Q96KP1,924,1,-0.559375653,
Q96KQ4,1090,3,0.464770638,
Q96KQ7,1210,1,-0.687672492,
Q96KR7,559,2,0.297507004,
Q96KV7,1748,3,0.16959819,
Q96L14,293,3,0.822297144,
Q96L42,1107,2,0.051679494,
Q96L73,2696,2,-0.661130566,
Q96L91,3159,1,-1.561975077,
Q96L93,1317,8,1.343769883,
Q96L96,1907,1,-1.000339963,
Q96LB3,600,4,0.97226198,
Q96LP2,452,3,0.750971279,
Q96LZ2,347,1,-0.300539023,
Q96LZ3,170,1,-0.221138532,
Q96M02,699,1,-0.458442825,
Q96M20,576,2,0.289880968,
Q96M29,485,2,0.330702689,
Q96M32,723,3,0.629403295,
Q96M43,638,6,1.360680655,
Q96M53,351,1,-0.302333385,
Q96M60,508,1,-0.372762069,
Q96M61,343,1,-0.298744662,
