Entry	Cross-reference (eggNOG)
A0A0D9SGD7	
D6RAV2	KOG4047;ENOG410XS2S;
D6REE7	KOG0612;ENOG410XR1Q;
F8W776	
Q5JSD2	KOG3126;ENOG410ZBK1;
J3KRE2	KOG3205;ENOG4111K44;
K7ERB7	ENOG410IJIS;ENOG4111XZT;
C9JYR1	KOG0395;COG1100;
C9JFF9	KOG0708;COG0194;
C9JP07	ENOG410IFDW;ENOG410ZIXI;
C9JYQ2	
E9PSD7	KOG4203;COG0035;
H9KVA5	KOG1040;COG5084;
E9PB18	
E9PLN6	KOG3107;ENOG410XT12;
E9PPB3	KOG1215;KOG3511;ENOG410Y3W5;
E9PRR1	
G3V5X3	ENOG410IR8D;ENOG410XRIU;
B1AQM6	ENOG410IKC9;ENOG4112B54;
H7C248	ENOG410IE2X;ENOG410XSN1;
H7C434	
F5H5G6	ENOG410IEYW;ENOG410YKI3;
A0A0A0MQW5	ENOG410IGQE;ENOG410XQFM;
E9PRP7	
B8ZZ84	KOG0619;COG4886;
E9PJA3	KOG3608;ENOG410XQF8;
E9PLW1	ENOG410IENT;ENOG410XSRN;
E9PQL5	ENOG410IGQD;ENOG41126TE;
G3V1R2	KOG1198;COG0604;
G3V4Z5	KOG1660;ENOG410XPZY;
C9J425	KOG4232;ENOG410XVSZ;
E5RI42	
A0A087WTF9	
A0A087WWE9	KOG1865;ENOG410XQ92;
A0A087WX51	KOG1798;COG0417;
D6RBD9	KOG2640;ENOG4111M6Z;
D6R9Y5	
D6RIW9	KOG0620;COG4886;COG5239;
F8W954	ENOG410IGI5;ENOG410XRP9;
F8WCR9	
A0A0A0MTG2	KOG1587;ENOG410XQ99;
F5GWZ9	ENOG410IMNZ;ENOG410YFNR;
F5H3X1	KOG4199;ENOG410XR4D;
F5H7J3	KOG1097;COG1816;
C9JUV9	KOG1505;COG0204;
H0YDA0	
A0A087WX03	KOG3806;ENOG410Z0ZF;
A3KFJ8	KOG2579;ENOG410ZYS4;
F6V242	KOG2588;ENOG410XSVP;
J3QR69	ENOG410II63;ENOG4110QZ1;
Q5T2Z1	ENOG410IEJI;ENOG410Z01V;
A6PVJ5	
E5RJ87	ENOG410IGIV;COG4336;
E7EQE4	KOG0033;ENOG410XNRX;
H0Y7Y3	KOG0504;KOG4369;COG0666;
H0YF05	
H0YMQ6	KOG0248;ENOG410XPCT;
I3L202	KOG1311;COG5273;
F8W0G0	KOG1703;ENOG410XRD4;
H3BQ55	ENOG410IW6B;ENOG4111J4H;
H3BSC1	
B9A057	
E9PCY5	KOG0355;COG0187;COG0188;
E9PKY4	ENOG410IK7K;ENOG410XSMK;
E9PNA1	
E9PR47	
F8VZP4	ENOG410JJAP;ENOG41117N2;
K7EN85	KOG1721;COG5048;
M0R2H3	
K7ELQ8	
F5H5K1	ENOG410IJNR;ENOG410YV94;
H3BN72	KOG4075;ENOG4111T97;
H3BT10	KOG3796;ENOG410XTF8;
F8VP42	
F8WBW7	
F8WAA7	KOG2259;ENOG410XPX8;
F8WD02	KOG1987;ENOG410XQV8;
A2A2N0	ENOG410IXH4;ENOG41113F6;
Q5TBU2	
B1AJY6	
H7C1N6	ENOG410J4Z3;ENOG41117ZN;
C9J3W4	ENOG410IPNR;ENOG410XNVJ;
C9J5X0	KOG4651;ENOG4111GJR;
C9J8V6	ENOG410IFNF;ENOG410XPPV;
C9JHW9	
C9JN58	KOG0201;ENOG410XP9G;
V9GZ64	
E9PSD9	ENOG410IEXB;ENOG410ZFDI;
A0A0A0MRA5	KOG2242;ENOG410XSBV;
E9PIB3	KOG3686;ENOG410XTIX;
E9PPG9	KOG0647;ENOG410XQ1M;
E9PSC1	ENOG410IR6U;ENOG410ZNNG;
H0YHB0	KOG0222;COG2986;
H0Y5I9	ENOG410IRXQ;COG5076;
H0YIJ7	
F5GXY9	ENOG410J9AP;ENOG410YXNK;
F5H0C6	ENOG410IESE;ENOG410XPJC;
H0YGA2	
H0YMG0	KOG3173;ENOG4111UWC;
A8MVG1	ENOG410JCU8;ENOG4111E7R;
F6S8M0	
Q5VXA5	ENOG410IHSR;ENOG4111EGY;
A0A087WYX7	
H0YD66	KOG3200;ENOG410XR69;
H0YDS3	
M0QY51	
H3BPJ4	KOG2568;ENOG410XS1Q;
H3BUW0	
M0R2C7	
A0A087WUV3	KOG2198;COG0144;
F8VYK8	KOG2440;COG0205;
C9JWZ9	KOG2157;ENOG410XQDM;
H7C556	
H0Y3Z0	
H0YB81	KOG2311;COG0445;
C9IZA5	KOG0730;COG0464;
C9JBX7	
C9JVD5	KOG2674;ENOG410XPQ0;
Q5T9P8	KOG2808;ENOG410XR90;
G3V4Q9	KOG0694;ENOG410XNPH;
F5H2E7	
H0Y915	KOG1127;ENOG410ZG1H;
H0YEQ2	
H0YMT4	
D6RD40	
H0Y8S2	KOG2403;COG1053;
H0YGU3	KOG4254;COG1233;
A0A0A0MT82	
A0A087WWY8	ENOG410IFDH;ENOG410XPI1;
A0A087WZB7	KOG4132;COG1587;
A0A087WUB0	KOG0274;KOG0297;ENOG410XNP5;
E5RGA6	KOG4257;ENOG410ZH9Y;
E5RGK2	
H0Y808	
I3L106	KOG4644;ENOG4111FB6;
I3L4M0	ENOG410IERR;COG2988;
Q5JPU2	
F8W1P7	KOG1291;COG1914;
E5RIQ0	KOG2174;ENOG4111UCZ;
H0Y9R7	KOG0393;COG1100;
H0YJL6	ENOG410IQ1Z;ENOG410YM7V;
A0A087WVF7	KOG1029;KOG4305;COG5422;
A0A0J9YXJ8	
F8WF28	ENOG410IP3Z;COG2271;
X6RJ50	ENOG410IHZS;ENOG410Z2JI;
B1AHQ7	ENOG410IZ5U;ENOG4111PTI;
C9JD04	KOG1721;COG5048;
H7C2M3	
D6RF55	KOG1048;ENOG410Y21Q;
F8W731	ENOG410IEKK;ENOG4111HTJ;
F8WCS1	
F8WDH6	ENOG410IFCV;ENOG410XRXT;
H0YAU4	KOG3209;COG5021;
H0YI19	KOG1534;ENOG410XPBZ;
C9IYY1	KOG4385;COG5025;
C9J2Q4	KOG2655;COG5019;
C9J9A2	KOG4562;ENOG4111S70;
C9JHD7	KOG3740;ENOG410XRVM;
C9JND4	KOG3765;ENOG410XRNY;
C9JWF7	KOG1290;ENOG410XRBH;
E9PJV2	KOG2195;COG2234;
G3V2P5	KOG1677;COG5063;
A0A096LNV6	KOG3594;ENOG410XQHI;
E7EUL0	KOG3736;ENOG410XPMK;
E9PLH2	ENOG410J12F;ENOG4111VAP;
E9PLY5	KOG0516;COG5069;
J3QLS6	KOG0598;ENOG410XNPH;
J3QRS2	KOG2121;COG1234;
F5H2Q2	KOG4015;ENOG4111US8;
H7C2F5	KOG0504;KOG4369;COG0666;
H7C5K9	KOG0058;COG1132;
F5H8C8	KOG1588;COG5176;
G3V443	
H0Y594	KOG1874;ENOG410XQ2A;
C9J8P0	KOG0032;ENOG410XRMJ;
H0YHK5	ENOG410IG5M;ENOG4111NGK;
C9J384	KOG3089;ENOG410XPW6;
C9JCQ3	KOG4274;ENOG410YKAW;
C9JJ18	KOG0032;ENOG410XRMJ;
C9JVK6	ENOG410ISFU;ENOG4111EBW;
C9J4K2	ENOG410IPNR;ENOG410XNVJ;
F5H386	KOG2408;ENOG410XPZ3;
E9PFA2	ENOG410IQU0;ENOG410Z2VH;
E9PI92	KOG3561;ENOG410XRJI;
E9PK03	
E9PMV1	
E9PQW8	KOG3947;ENOG4111K47;
G3V265	KOG2392;COG4826;
G3V3Y7	ENOG410ITM7;ENOG4111YPR;
G3V5Z3	KOG2175;ENOG410XQ7A;
H0Y7R1	ENOG410IECW;ENOG410XZES;
H0YDC5	
H0YFV1	KOG2007;COG0215;
H0YL29	ENOG410IQ14;ENOG410XP4W;
H0YN85	ENOG410IR2H;ENOG410ZB69;
A0A087WW05	KOG3696;COG3555;
A0A087X2E9	KOG1695;ENOG4111VAU;
A0A0A0MRV1	KOG2119;COG4354;
F5GWE9	KOG0395;COG1100;
J3KQ33	KOG0231;KOG1426;COG4642;
H0Y757	KOG2440;COG0205;
H0YFE5	KOG2100;COG1506;
E5RFT6	KOG2112;COG0400;
H0YE05	
H0YKU7	KOG3614;ENOG410XR5B;
H3BPF6	
D6RCB6	KOG3706;ENOG410YNEJ;
V9GYY9	ENOG410IS8W;ENOG41106PI;
H7BZQ3	KOG2605;ENOG410XNYW;
F8VQE1	ENOG410ITI7;ENOG41102B0;
A0A087WUV9	
E5RK35	KOG4010;ENOG4111M9H;
M0QYG8	KOG1736;ENOG4111RK6;
M0QZP9	
F8VRV0	ENOG410IDYJ;ENOG410XNN2;
F8VX60	KOG1221;ENOG410XS7R;
H3BMH6	
H3BRH0	KOG4193;ENOG410XSD2;
H3BTY7	KOG4298;ENOG4110DSB;
J3KNW4	ENOG410KCU4;ENOG410XRFY;
M0R1I4	
S4R3K5	KOG3663;ENOG410Y16G;
H3BU08	KOG2931;ENOG410XSPF;
M0QZ89	ENOG410II0H;ENOG410YB48;
F2Z3D5	ENOG410IES5;ENOG411023V;
K7ENV5	ENOG410JH4K;ENOG4111AKH;
K7ESA4	KOG1414;ENOG4111CH5;
K7EIS9	
K7ER86	KOG1721;COG5048;
U3KQF8	KOG0032;ENOG410XRMJ;
A0A0A0MTQ4	ENOG410IFAH;ENOG410ZT7E;
J3KSJ6	ENOG410IY0B;ENOG4111QE9;
K7EID0	
K7EJ73	KOG1624;COG0088;
K7EKH0	KOG3663;ENOG410Y16G;
K7EP68	
K7ER39	ENOG410IJG1;ENOG410XTQ5;
A0A0C4DGM4	ENOG410IDXN;COG2334;
D6RGV9	KOG1626;COG0221;
Q5TA02	KOG0406;ENOG410XSIX;
H7C3S7	KOG2615;ENOG410XSE0;
J3QSH5	ENOG410ITG1;ENOG410YSD5;
A0A140T9T0	
C9J9N8	KOG4723;ENOG4111K40;
C9JPI6	ENOG410IH1K;ENOG410ZQHV;
G3V5P8	
H0Y5J9	
E5RK19	KOG1342;COG0123;
A0A087WYY5	ENOG410IN85;ENOG410XPVF;
E5RGG4	KOG3681;ENOG410XSRU;
A0A0A0MSE7	ENOG410IX54;ENOG4111K6G;
F5H3U7	KOG0591;ENOG410XNQP;
F8VXI1	KOG3382;ENOG4111XVR;
H7C068	KOG1662;COG0712;
E5RIG8	
H0YDL5	
H3BRN4	KOG1405;COG0160;
I3L1F6	ENOG410J01B;ENOG4111AYJ;
I3L2S4	
F5GX64	
F5H4E3	
H0Y8H6	
H0YCM0	KOG0578;ENOG410XP4K;
H0YJT7	ENOG410IJDE;ENOG410XT58;
A0A087WZK6	
A8MV79	
H0Y2P9	ENOG410IGQT;ENOG410Y4AX;
H0YC19	KOG1651;COG0386;
H0YKC8	KOG0038;COG5126;
H0YMP2	KOG3701;ENOG410XQKU;
I3L1F9	KOG2803;COG0615;
I3L3R2	KOG0676;COG5277;
H3BQ40	KOG2281;COG1506;
M0QYN1	ENOG410IPRY;ENOG4111C4R;
J3KMX1	KOG4460;ENOG410YC30;
H7BYI7	
H7BYS2	KOG2392;COG4826;
H7C0J4	ENOG410IQ5V;ENOG410Y7Z8;
J3KRI9	
F8VVR0	
A0A096LNK8	
D6R8Z1	
D6RBL4	KOG2097;ENOG410XQ0H;
D6RI04	ENOG410IFBA;ENOG410XQUR;
F8WAQ4	KOG2075;ENOG410XQ3X;
F8WCQ0	ENOG410J255;ENOG4112DFU;
F8WF22	KOG3215;ENOG4111K36;
A0A096LPF0	
E7EMV7	ENOG410IEGE;ENOG411180D;
H7C3F3	KOG3554;ENOG410XSAJ;
H7C551	ENOG410IEJ9;ENOG4111FGH;
A0A0J9YVV1	
B0QZ72	KOG4323;ENOG410XQ6E;
J3QLJ8	KOG1205;COG1028;
C9JE51	KOG1701;ENOG410Y3GP;
C9JP82	
H7C079	ENOG410ITS1;ENOG410XPCM;
H7C5H0	KOG2458;ENOG410XT5U;
C9K0E3	
X6RH63	ENOG410IGKQ;ENOG410XSNW;
E9PI38	ENOG410IG8F;ENOG410XT64;
E9PL81	KOG3336;ENOG410YBNZ;
E9PNL0	ENOG410IIBA;ENOG4111FCX;
G3V4R2	
A0A0G2JN42	
J3QKP7	ENOG410IF6W;ENOG410XPDF;
J3QS76	KOG0577;ENOG410Y259;
E7EUK6	
H7C009	KOG3689;ENOG410XRI7;
H7C3S8	KOG2470;ENOG410XT8W;
H7C5C7	KOG4226;ENOG410XRPF;
E5RH92	KOG0281;ENOG410XTA8;
F8WDH3	KOG0054;COG1132;
A0A1W2PPG2	
C9JX20	KOG1721;COG5048;
H7C529	ENOG410IF7B;ENOG410Z20X;
C9JLM5	KOG2392;COG4826;
H7C4S4	
B9A018	
D6RHC7	KOG0986;ENOG410YRQZ;
F8W7Q8	KOG4200;ENOG4111GRP;
E9PL92	
E9PRU3	KOG0601;ENOG410XS1M;
G3V5T4	KOG2037;ENOG410XR6Z;
A0A0A6YYF3	KOG0504;COG0666;
C9JUV8	ENOG410IJI4;ENOG410YA6W;
H7C5A0	KOG0991;COG0470;
A0A0B4J1W3	KOG1156;ENOG410XR7D;
D6RDX0	KOG0200;COG0515;
D6RIV2	
F8WCX2	KOG1721;COG5048;
H0Y4M6	
H0YB46	KOG4411;COG1562;
H0YHB6	KOG3558;ENOG410YK57;
H0YID8	
Q5VVM3	KOG2728;COG0452;
C9JIH5	
C9JY72	ENOG410IR8G;ENOG410XW0S;
E5RHF6	KOG3643;ENOG410XPWH;
E9PLB8	
E9PNK9	
G3V2S4	KOG4314;ENOG410YZVZ;
A0A0A0MTA5	
F5GY68	KOG4322;ENOG410YVZN;
U3KQ53	
V9GYA4	KOG1721;COG5048;
E5RIK4	KOG4257;ENOG410ZH9Y;
H0YG15	KOG1964;ENOG410XRUG;
E5RG55	KOG2392;COG4826;
H7C141	KOG0447;COG0699;
H0Y893	KOG2182;ENOG410XSGG;
H0Y9Q5	KOG4331;ENOG410XRG0;
H0YDB9	
H0YF19	ENOG410IJHH;ENOG410YEYY;
H0YNM0	
I3L385	
I3L4Z0	
A0A087WUY6	KOG3209;COG5021;
F8VZZ2	ENOG410KCU0;ENOG410ZU11;
F8VPN1	ENOG410IHKH;ENOG410ZVZ6;
F8W1B9	
A0A087WWS5	
H7BYA3	KOG3541;ENOG410XRE3;
E5RHW7	KOG0732;COG0464;
M0QXN4	KOG2281;COG1506;
M0R1B9	
M0R3C2	ENOG410IXD8;ENOG410YA4B;
F8VRN2	KOG3584;ENOG410ZZJZ;
F8W145	
H3BPC1	KOG2621;KOG4170;COG0330;
H3BR24	ENOG410II0Z;ENOG4110N7Q;
H3BTC6	KOG0078;ENOG410XPUI;
J3KNN5	KOG0341;ENOG410XQQC;
M0R0J3	KOG1904;ENOG4111PJT;
M0R205	ENOG410IXD8;ENOG410YA4B;
K7EL79	
K7ERW8	KOG1059;ENOG410XQFB;
H3BM98	ENOG410IEAW;ENOG410ZTEH;
H3BPH9	KOG4036;ENOG4111INN;
H3BUV9	
J3KQ37	KOG0864;COG5171;
J3KTD0	ENOG410IEV5;ENOG410XQYG;
K7EKG6	KOG3296;ENOG410XS2U;
K7EQE8	KOG0858;COG5291;
U3KQL9	ENOG410IKJZ;ENOG410YY5D;
A6NN50	
M0R111	
X1WI32	KOG2461;ENOG410ZFVU;
A0A0D9SF86	
F8WF15	KOG0417;COG5078;
K7EK11	KOG2436;COG0548;
K7EKN7	KOG1716;COG2453;
K7ENG7	KOG3656;ENOG410XRW9;
D6RB50	ENOG410IHDI;ENOG410ZKEM;
D6RF92	ENOG410J4TR;ENOG41117DC;
F8W6J1	KOG0016;KOG0817;COG1024;COG4281;
A0A1W2PS56	
Q5JW88	KOG1695;ENOG4111VAU;
H7C0A8	
H7C361	
J3QQY8	KOG3863;ENOG410ZGMS;
C9JTN1	KOG3575;ENOG410XRZC;
G3V3K9	
H7C2P6	ENOG410IGND;ENOG410YSH6;
H7C3L3	
E9PMY3	KOG2836;ENOG4111I7J;
E9PS86	KOG3630;ENOG410YBVS;
G3V4E0	
E5RJB0	
H0Y7T5	KOG0584;ENOG410XQWZ;
H0YD16	ENOG410IJUB;ENOG4111IZJ;
H0YL38	KOG1721;COG5048;
I3L1U5	KOG3682;ENOG410XQR5;
Q5T8G8	ENOG410IU35;ENOG410YQQE;
H0YC87	ENOG410IF2Y;ENOG410ZNWF;
H0YNU8	KOG3735;ENOG410YAHM;
A0A087WV98	
A0A087X138	
R4GNF8	ENOG410IET8;COG4948;
H7C1H7	
C9JG30	KOG0622;COG0019;
A0A087WWF3	
H7BYR4	
F8VVE5	KOG3564;ENOG410XPK0;
B0QYF0	ENOG410IFGP;ENOG4111HBF;
F6S289	ENOG410IIEH;ENOG4111GFQ;
I3L1E7	
H0YJP2	
Q5T703	ENOG410IIST;ENOG410XTCW;
A0A075B7B8	
V9GYE4	KOG2737;COG0006;
M0R307	KOG1234;COG0661;
H3BPQ2	KOG3594;ENOG410XQHI;
H7BZT6	KOG0703;COG5347;
H3BTE1	
A0A075B6Y1	
A0A075B700	
K7EKZ1	KOG0044;KOG1870;COG5560;
H3BPB3	KOG4277;COG0526;
M0R106	KOG3787;COG1301;
H3BPZ8	ENOG410INRX;COG0500;
H0Y4A7	ENOG410IRXQ;COG5076;
H0YJI6	
E5RFG5	
F6SXV3	ENOG410II1S;ENOG410XRIT;
H0YA66	KOG4177;COG0666;
R4GRW0	KOG0197;COG0515;
F5H676	KOG0360;COG0459;
H0YG28	
H0YM94	ENOG410IFJC;ENOG4111JK5;
F5H136	KOG0360;COG0459;
H7C0I6	ENOG410IW66;ENOG4111C4D;
H7C266	ENOG410IFJF;ENOG410XR0C;
F8VU09	KOG4152;ENOG410Y5AC;
A0A087WWU0	ENOG410JFPN;ENOG4111B8F;
A0A087WVY8	KOG3538;ENOG410XPKZ;
A0A0A0MRM0	ENOG410J2NR;ENOG411281S;
H0Y8N0	KOG4002;ENOG4111BM3;
I3L293	KOG1778;COG5076;
H0YCS9	KOG1680;COG1024;
M0QXL1	
M0R166	
A0A087WXX3	KOG0775;ENOG410XRPB;
E5RG64	KOG1304;COG0814;
H7C0D0	
H0Y937	
H0YI42	KOG3558;ENOG410YK57;
A0A087WTJ7	
A0A087WUC7	
A0A087WYD9	KOG1865;ENOG410XQ92;
A0A087X152	KOG1480;ENOG410XRS6;
M0R392	KOG1721;COG5048;
H7C0N2	ENOG410IWU2;ENOG4111R30;
K7EK20	
K7ELK3	
M0QYS8	ENOG410IEWG;COG4413;
M0R0P7	
H3BSN3	KOG4193;ENOG410XSD2;
J3KSU5	ENOG410IJ7V;ENOG410XPZ8;
A0A0C4DGW3	ENOG410IX6R;ENOG410ZQ7Z;
F2Z3N9	KOG0724;COG5269;
K7EJX5	KOG1321;COG0276;
K7EN66	ENOG410IT06;ENOG4111F3B;
K7EQ19	KOG2138;ENOG410Y3I1;
V9GYZ9	KOG1334;ENOG410XQZP;
M0QXB3	KOG1721;COG5048;
M0R0P8	KOG1453;KOG4229;COG5022;
A0A0D9SFW1	
D6R9Y6	KOG2655;COG5019;
D6RAA6	KOG4002;ENOG4111BM3;
D6RAM1	KOG4211;ENOG410Z6M0;
F8WBG4	
F8WAY3	
C9JCA5	KOG3634;ENOG410XS6A;
C9JL63	KOG1056;ENOG410XR6W;
C9JQD1	KOG1369;COG5026;
C9JZS5	KOG3575;ENOG410XRZC;
E9PJ73	KOG1414;ENOG4111CH5;
E9PS14	KOG3731;COG3119;
B7ZBF7	KOG0615;ENOG410YA63;
Q5JUH9	ENOG410IFPC;ENOG410YP7X;
E7ETC6	ENOG410J49G;ENOG41116TP;
E9PND1	
G3V237	
H0Y9P0	KOG0279;ENOG410XQGZ;
X6R4H8	KOG3538;ENOG410XPKZ;
C9J4I9	
H7C2U4	KOG0796;COG5200;
C9IYB9	ENOG410IF25;ENOG4111VVF;
C9JF13	KOG0401;ENOG410XS4P;
H0YBN9	KOG0371;COG0639;
H0YIG0	
J9JIG6	KOG3867;COG3119;
C9J3M8	KOG3213;ENOG410XS39;
E9PPM3	KOG3078;KOG3079;COG0563;
X6REM1	ENOG410IKEY;ENOG410ZW1M;
A0A0A0MSA4	
F5H5Q0	KOG0058;COG1132;
H0YB69	
M0R0Y2	
B1AP58	KOG2649;ENOG410XX0H;
B7ZBA9	KOG4295;ENOG410XQNP;
E7EQ43	ENOG410IIRH;ENOG410YK4C;
J3KS32	KOG0773;ENOG410XPMQ;
J3QQL6	ENOG410IGA6;ENOG410XQRR;
R4GMY1	KOG0915;ENOG410XPYT;
H7C2G2	ENOG410IFER;ENOG4111WZG;
C9JDR3	KOG1699;ENOG410XPE6;
C9JWY0	KOG4651;ENOG4111GJR;
A0A0C4DGE3	KOG4177;COG0666;
F5GWI2	KOG0196;COG0515;
F5H563	ENOG410IH88;ENOG410YC7E;
A0A0G2JLI4	
B9A015	
H0YAX7	
H0YBX6	KOG0896;ENOG4111MDW;
A0A0J9YYH6	
E5RIF4	KOG2951;COG0483;
I3L0N2	KOG1087;ENOG410Y26G;
J3KS22	KOG1207;ENOG410XQCY;
K7EJM5	ENOG410IFJS;ENOG410ZYQJ;
K7EQK7	
K7EQS6	KOG1558;ENOG4111GP2;
F5GWP8	ENOG410IFTF;ENOG410Y9IV;
F5H3Z8	ENOG410IJYM;ENOG4111XJH;
A0A0D9SFI3	
A0A0D9SGF6	
H0YG71	ENOG410IKQ6;ENOG4111HGX;
H0Y7G5	KOG0513;COG0666;COG3621;
H0YDW9	KOG0666;ENOG410XPPA;
D6RIE9	
D6RAT6	KOG4270;ENOG410XRR2;
D6REB6	ENOG410IFSQ;ENOG410Y8HX;
D6RGY3	ENOG410IWGS;ENOG4111MX0;
A0A0B4J2B6	
F8VP44	KOG2293;ENOG410XS0S;
F8WCJ9	KOG3627;COG5640;
J3QLF0	ENOG410IVE6;ENOG41115RT;
F8VQW3	KOG3513;ENOG410XSVG;
H0YFS9	
I3L122	KOG2685;ENOG410XSCN;
I3L305	KOG3202;ENOG410ZZA3;
A0A087WVA1	KOG3286;ENOG4111J49;
A0A087X0J6	
E5RFN9	
A0A0C4DGM0	KOG1140;ENOG410XPQU;
A0A0D9SGA4	
D6R9B8	KOG0954;COG5141;
F8WCV8	KOG4406;ENOG410XR4J;
J3KTH8	
J3QL24	KOG3124;COG0345;
E7EQZ6	ENOG410IFVK;ENOG410XPVA;
H7C278	KOG0556;COG0017;
C9JIH7	
C9JRR4	ENOG410IF2S;ENOG410XSB7;
F5GXU6	
H0YHS5	KOG1822;ENOG410XP05;
U3KQV1	KOG2169;ENOG410XQ2E;
H0YEI5	KOG1217;ENOG410XP6K;
A0A087WWJ8	
A0A087WVI5	
A0A087X1M6	ENOG410IE8R;ENOG410XNUW;
A0A087WWZ2	ENOG410IFAY;ENOG410XPH2;
F8VWQ5	KOG2617;KOG3782;ENOG4111XSQ;
A0A0G2JRQ6	
H9KVD6	KOG1633;ENOG410XQXU;
H3BME0	ENOG410IE2T;ENOG410XPBD;
H3BRI8	KOG2168;ENOG410XPN3;
J3KP39	ENOG410IHIR;ENOG410YDRZ;
H3BPG2	ENOG410IEAM;ENOG4111EZM;
J3KSN1	KOG1702;ENOG4111GQ8;
K7EKG0	ENOG410IJIT;ENOG410YAC2;
K7EQ72	KOG2046;COG5199;
K7ESC7	KOG0136;COG1960;
A0A0C4DFW7	KOG4441;ENOG410XNX8;
A0A0U1RQQ1	
F5H5D4	ENOG410IQ12;ENOG410XWCN;
H0Y8M0	ENOG410IPCE;ENOG410Y126;
H0YDB4	KOG0548;ENOG410XTCJ;
H0YLU6	KOG3697;ENOG410XTJN;
A0A087WTN1	ENOG410IX0Q;ENOG4111W6G;
A0A087WYZ5	KOG4193;ENOG410XSD2;
V9GYI1	
A0A087WWL8	
F8VZL6	KOG1291;COG1914;
M0QXD0	KOG3733;ENOG410Z1HH;
M0QYV0	KOG0658;COG0515;
F8VRH5	
K7EN60	
K7EPV6	
K7ES99	KOG3098;ENOG410ZITE;
A0A0B4J2F1	KOG2743;COG0523;
D6REP7	
D6RIZ5	ENOG410IGJB;ENOG410XRXU;
D6RJI3	ENOG410IR7H;ENOG410XSTY;
J3KRS9	ENOG410IEI6;ENOG4110E9P;
A0A096LNJ5	KOG2605;KOG3349;COG5017;
E7EMD6	KOG3590;ENOG410YH1M;
E7EUJ2	ENOG410IFGD;ENOG410XX71;
C9JZA9	
V9GZ68	KOG1087;ENOG410Y26G;
G3V498	
E9PL98	
E9PNP0	
I7HFW6	KOG3178;ENOG410XS7T;
A0A0A0MTN4	ENOG410IXMR;ENOG41116AS;
E7EMU0	KOG4562;ENOG4111S70;
E7ET76	KOG2410;COG0405;
E7EWP8	KOG3584;ENOG410ZZJZ;
A0A0J9YY10	
B9A071	KOG2223;COG5210;
C9J2A8	
C9JAT4	KOG2692;ENOG410XT8P;
C9JJ34	KOG0864;COG5171;
E9PBT0	
E9PQA0	
G3V3T0	KOG2935;ENOG4111G4B;
H0Y9G6	KOG3141;COG0087;
H7C2A1	KOG0101;COG0443;
E9PIR3	KOG3489;ENOG41126D5;
F5GWU4	KOG1060;COG5096;
H0YNA4	
C9JCZ4	
C9JSC4	KOG0740;COG0464;
E9PF42	ENOG410IFPF;COG2304;
E9PK37	KOG3882;ENOG4111IRY;
E9PP62	ENOG410IJB2;ENOG410ZWNQ;
E9PQE9	KOG0197;COG0515;
E9PR89	
G3V5G8	KOG0868;COG0625;
A0A0A0MRR2	KOG3058;ENOG410XNSC;
A0A140T986	
F5GXJ9	ENOG410IFQ2;ENOG410ZWU9;
A8MXE8	ENOG410IJJX;ENOG410Z8S8;
E5RFG1	ENOG410IGS7;ENOG41109E9;
H0YER3	ENOG410IHFM;ENOG410XSJZ;
Q5SVK0	KOG1420;ENOG410YUX1;
H0Y3Q4	KOG1217;KOG3509;ENOG410XS9U;
H0Y7T7	KOG1215;ENOG410XP34;
H0YLE3	KOG3986;ENOG4111FT1;
I3L1J7	ENOG410IET3;ENOG410XYXX;
I3L4D5	KOG4095;ENOG4111TES;
Q5VVV5	KOG0254;ENOG410XNQK;
A0A087WXN5	
A0A087WVS2	KOG2276;COG0624;
A0A087WXL9	KOG3516;ENOG410XPHG;
H0Y3U1	ENOG410IMQP;ENOG411029R;
H0YCI3	KOG0940;COG5021;
F5H1Q2	KOG1619;ENOG4111FKI;
A2A3E5	KOG3594;ENOG410XQHI;
H0YLB8	KOG2550;COG0516;
A0A087WSW1	ENOG410IE2V;ENOG410YIJC;
A0A087WX61	ENOG410IKX7;ENOG410ZACF;
D6R9D7	KOG4441;ENOG410XNX8;
M0QXH1	KOG3142;COG5130;
M0QZ33	
A0A087WZS6	
F8VZA0	KOG2339;COG0585;
F5H784	KOG3242;COG1949;
D6R994	
H0YDZ8	
H0YJV0	
I3L0T3	ENOG410IERR;COG2988;
I3L2R1	
I3L471	KOG3668;COG5083;
Q5SYY2	KOG4286;COG5069;
A0A087WWI0	KOG1644;COG4886;
A0A087X140	KOG2743;COG0523;
F8VV58	KOG1013;ENOG410XQXA;
H0YJU2	KOG2936;COG5580;
H7C0C4	
F8VZS5	ENOG410IJV6;ENOG410Y9WN;
F8VTR5	ENOG410IQJF;ENOG4111SM8;
F8VW98	KOG3656;ENOG410XRW9;
F8VX65	KOG4047;ENOG410XS2S;
M0QZ83	ENOG410IJRR;ENOG41100KB;
H3BS00	KOG3674;ENOG410XQ0Z;
H0YBL8	KOG0059;COG1131;
H0YEM8	ENOG410IF1K;ENOG410YMCP;
H0YLX0	KOG0773;ENOG410XPMQ;
A0A087WW29	ENOG410IMEZ;ENOG410XPKI;
A0A087X0V4	
E5RK53	KOG0251;ENOG410XQ90;
A0A075B797	KOG3039;ENOG410XQYR;
F8VU66	
A6NI74	KOG2670;COG0148;
E5RGG8	KOG2493;COG0306;
M0R2J0	KOG0930;COG5307;
K7ERW6	KOG3151;ENOG410XXP2;
E5RI94	
